item_id,carrier_name,mode,region,country,capacity_type,capacity_unit,avg_transit_days,max_transit_days,min_transit_days,service_level,temperature_controlled,hazardous_capable,tracking_available,carrier_type,certifications,cost_per_kg,cost_per_shipment_base,currency,reliability_score,on_time_pct_typical
CARRI0155,Carrier_0155,multimodal,East,CN,LTL,teu,10.22587505,18.93752296,7.319945944,standard,N,Y,N,asset,ISO,23.8837,8909.04,CNY,51.42,66.15
CARRI0156,Carrier_0156,rail,South,DE,parcel,kg,6.823638365,15.39419431,4.055893887,standard,N,N,N,asset,C-TPAT|TAPA,20.3586,7347.48,EUR,55.19,74.67
CARRI0157,Carrier_0157,multimodal,West,CN,LTL,teu,9.746221884,13.20646113,6.218779919,standard,Y,N,Y,non-asset,,27.9749,8774.97,CNY,66.7,74.58
CARRI0158,Carrier_0158,rail,West,US,parcel,cbm,6.1266136,13.20362572,0.556344135,standard,N,N,Y,asset,C-TPAT,24.2659,8066.77,USD,64.1,82.84
CARRI0159,Carrier_0159,road,East,SG,parcel,kg,4.409978785,10.06361693,0.5,economy,N,N,N,non-asset,,41.4588,5318.13,SGD,53.25,74.55
CARRI0160,Carrier_0160,sea,South,SG,FTL,teu,16.99612829,27.82374969,13.05093515,economy,Y,N,Y,non-asset,C-TPAT,13.3477,10774.17,SGD,54.88,76.98
CARRI0161,Carrier_0161,multimodal,North,MX,FTL,kg,8.194939698,13.45053528,4.204736625,express,N,N,N,non-asset,,15.0631,5351.95,MXN,70.25,87.71
CARRI0162,Carrier_0162,air,East,SG,LTL,kg,4.10365558,8.770881649,1.272612377,express,Y,N,N,asset,ISO|TAPA,15.5303,6770.94,SGD,51.3,68.97
CARRI0163,Carrier_0163,rail,Central,BR,FTL,kg,7.210485373,16.48254626,5.648066171,standard,N,N,Y,non-asset,,31.3169,10292.17,BRL,54.78,77.66
CARRI0164,Carrier_0164,sea,South,DE,LTL,cbm,18.36656545,23.66181969,13.83166244,economy,N,Y,Y,asset,,10.4922,17928.38,EUR,61.63,98.96
CARRI0165,Carrier_0165,air,West,SG,FTL,cbm,3.134442951,12.83272617,0.5,economy,Y,N,N,asset,C-TPAT|TAPA,41.1019,10671.36,SGD,63.6,66.74
CARRI0166,Carrier_0166,rail,West,DE,LTL,teu,8.553844819,12.94293355,4.374355639,economy,N,N,N,asset,TAPA,26.5929,7995.28,EUR,59.69,80.36
CARRI0167,Carrier_0167,road,Central,US,LTL,cbm,4.405043692,11.3185934,0.5,express,N,Y,N,non-asset,ISO|C-TPAT,24.0548,12036.06,USD,66.01,85.7
CARRI0168,Carrier_0168,rail,West,IN,parcel,kg,6.49714743,12.52613113,5.483446517,standard,N,N,N,asset,,24.4823,16540.42,INR,61.45,83.93
CARRI0169,Carrier_0169,sea,West,BR,FTL,kg,20.26211087,30.42875815,16.82859845,standard,Y,N,Y,non-asset,,23.1715,18783.63,BRL,56.89,70.73
CARRI0170,Carrier_0170,road,West,US,LTL,teu,3.270210341,5.726900473,0.5,express,N,N,N,asset,,30.7873,6491.71,USD,65.26,98.88
CARRI0171,Carrier_0171,rail,East,BR,LTL,kg,7.461933411,15.37340986,6.472487144,economy,N,Y,N,asset,TAPA|ISO,16.2081,9662.59,BRL,51.23,54.88
CARRI0172,Carrier_0172,air,West,DE,FTL,cbm,0.8,4.166022114,0.5,express,N,Y,Y,asset,,16.8154,7910.79,EUR,75.9,100
CARRI0173,Carrier_0173,air,East,SG,parcel,teu,0.8,3.805404502,0.5,economy,N,N,Y,non-asset,ISO|C-TPAT,44.416,6784.64,SGD,72.09,92.1
CARRI0174,Carrier_0174,multimodal,West,US,LTL,cbm,9.887880787,14.69523008,8.265633576,express,N,Y,Y,asset,C-TPAT,48.3191,23043.16,USD,83.53,100
CARRI0175,Carrier_0175,rail,East,MX,parcel,kg,5.46285335,11.05072465,1.0852787,standard,N,N,Y,asset,,39.5014,13063.79,MXN,57.03,73.19
CARRI0176,Carrier_0176,air,West,CN,FTL,kg,1.960613043,10.55353586,0.5,standard,N,N,Y,asset,,33.8371,3853.08,CNY,72.11,89.05
CARRI0177,Carrier_0177,multimodal,Central,DE,LTL,cbm,6.616439003,14.28728651,0.766036382,express,N,N,Y,asset,,23.5066,9644.52,EUR,76.23,97.3
CARRI0178,Carrier_0178,road,East,MX,FTL,teu,3.417977764,13.27235001,0.5,standard,N,N,Y,asset,C-TPAT|TAPA,18.1207,11851.71,MXN,72.6,86.16
CARRI0179,Carrier_0179,air,East,CN,LTL,kg,0.8,3.214788449,0.5,express,Y,N,Y,asset,,19.2349,11537.44,CNY,74.92,97.2
CARRI0180,Carrier_0180,rail,East,BR,parcel,kg,6.388586237,9.039058072,3.48333586,express,N,N,N,asset,C-TPAT,50,11404.31,BRL,57.99,80.27
CARRI0181,Carrier_0181,rail,Central,US,LTL,kg,8.637731749,15.08643661,4.060018586,economy,N,N,Y,asset,C-TPAT|ISO,16.5077,9509.52,USD,65.37,76.72
CARRI0182,Carrier_0182,sea,North,MX,LTL,teu,16.59992165,21.4271527,12.54606744,standard,N,N,N,non-asset,,24.9605,7137.93,MXN,45.83,60.99
CARRI0183,Carrier_0183,road,West,MX,FTL,kg,6.09134636,16.22763804,0.5,express,N,N,Y,non-asset,TAPA,17.9408,10383.26,MXN,82.73,98.66
CARRI0184,Carrier_0184,road,North,IN,LTL,teu,1.047457283,6.389653425,0.5,economy,N,Y,N,asset,,25.0813,7757.35,INR,62.11,86.68
CARRI0185,Carrier_0185,road,East,US,parcel,cbm,4.954114561,12.20807236,4.296879313,express,N,N,N,asset,,17.0189,7454.59,USD,54.47,68.47
CARRI0186,Carrier_0186,road,Central,DE,parcel,teu,1.766368877,7.70155396,0.5,standard,N,N,Y,asset,TAPA,25.6288,8147.5,EUR,66.24,71.78
CARRI0187,Carrier_0187,rail,East,BR,LTL,kg,6.363951128,14.41227268,1.80779081,standard,N,N,Y,asset,C-TPAT,14.0597,11860.22,BRL,63.31,100
CARRI0188,Carrier_0188,sea,West,BR,FTL,cbm,18.38796987,25.62670097,16.54981151,economy,Y,Y,N,asset,TAPA|ISO,18.0601,14344.68,BRL,43.77,76.23
CARRI0189,Carrier_0189,sea,East,US,FTL,kg,15.39638735,23.22263899,9.649305973,express,N,Y,Y,asset,C-TPAT|TAPA,21.5449,13311.31,USD,70.33,85.84
CARRI0190,Carrier_0190,road,West,DE,LTL,teu,3.837395902,10.20901971,1.459915027,standard,Y,N,N,asset,TAPA,30.0663,8551.19,EUR,60.76,91.32
CARRI0191,Carrier_0191,air,North,BR,parcel,teu,2.4839734,6.936638441,0.5,express,N,N,N,asset,ISO,38.8528,11628.9,BRL,70.68,100
CARRI0192,Carrier_0192,road,Central,US,FTL,cbm,3.816519233,11.5227308,0.5,express,N,N,N,non-asset,ISO|TAPA,14.0568,7473.88,USD,75.19,97.28
CARRI0193,Carrier_0193,air,North,BR,parcel,kg,1.572038144,10.10972526,0.5,express,N,N,N,asset,,17.9451,5349.15,BRL,60.86,82.02
CARRI0194,Carrier_0194,rail,Central,CN,LTL,kg,7.937518943,14.39833724,6.887696772,express,N,N,N,asset,C-TPAT|ISO,14.6251,8493.12,CNY,61.31,86.08
CARRI0195,Carrier_0195,sea,West,BR,LTL,kg,20.38264199,25.90365506,17.88527324,standard,Y,N,Y,asset,C-TPAT|TAPA,15.4456,10280.51,BRL,52.63,84.29
CARRI0196,Carrier_0196,multimodal,West,MX,parcel,cbm,8.516922156,12.78059784,7.250943315,standard,Y,N,N,asset,TAPA,21.8627,15408.83,MXN,51.86,78.86
CARRI0197,Carrier_0197,road,South,MX,LTL,kg,6.027767303,11.54593614,5.328536806,express,N,N,Y,asset,TAPA|ISO,17.3146,6572.9,MXN,64.32,83.46
CARRI0198,Carrier_0198,rail,South,BR,FTL,kg,7.434809549,18.50317494,6.758466498,economy,N,N,N,non-asset,C-TPAT,41.3672,17852.75,BRL,51.46,64.84
CARRI0199,Carrier_0199,air,North,BR,parcel,teu,0.8,10.15519643,0.5,express,Y,N,Y,non-asset,,25.0986,7851.53,BRL,84.05,100
CARRI0200,Carrier_0200,rail,North,DE,parcel,teu,6.040909334,17.11886815,4.214254352,express,N,N,N,non-asset,C-TPAT,17.1928,21466.56,EUR,66.39,86.28
CARRI0201,Carrier_0201,road,West,US,FTL,teu,1.202320231,12.96690067,0.5,standard,Y,N,N,asset,TAPA|ISO,31.4658,9291.57,USD,59.94,79.46
CARRI0202,Carrier_0202,multimodal,East,DE,FTL,teu,7.734282679,12.73643223,5.488165752,economy,N,N,Y,asset,,10.9573,10554.37,EUR,74.81,95.32
CARRI0203,Carrier_0203,air,South,IN,FTL,cbm,3.229666041,12.41249221,0.5,standard,N,N,Y,asset,ISO,29.0558,8393.64,INR,66.47,82.8
CARRI0204,Carrier_0204,rail,West,US,LTL,kg,6.849882295,18.20866712,3.92604457,standard,N,N,Y,asset,TAPA,16.0685,6893.73,USD,65.19,94.46
CARRI0205,Carrier_0205,multimodal,East,CN,FTL,kg,7.889737714,12.39486152,5.685899123,standard,Y,N,Y,asset,C-TPAT|ISO,20.0373,8461.53,CNY,57.66,76.79
CARRI0206,Carrier_0206,air,East,SG,FTL,teu,1.363073987,7.60773553,0.5,standard,N,N,N,asset,TAPA|ISO,31.6829,8312.53,SGD,68.46,81
CARRI0207,Carrier_0207,rail,West,DE,FTL,cbm,8.010069056,17.83401298,6.454932605,express,N,N,Y,asset,TAPA,11.9017,7456.54,EUR,64.8,87.18
CARRI0208,Carrier_0208,road,Central,US,FTL,cbm,3.624108166,6.068740064,1.072277629,express,N,N,Y,non-asset,,27.6507,4771.77,USD,80.83,97.9
CARRI0209,Carrier_0209,sea,West,BR,LTL,teu,18.42869078,24.58926825,16.92694076,standard,N,N,N,non-asset,,12.8496,19810.31,BRL,26.65,54.67
CARRI0210,Carrier_0210,rail,West,CN,FTL,kg,3.785601093,13.06924646,0.5,economy,Y,N,N,non-asset,,17.6672,10441.59,CNY,53.36,83.12
CARRI0211,Carrier_0211,sea,South,US,LTL,teu,15.15750158,18.37855063,13.60094207,economy,Y,Y,N,asset,ISO,14.3897,18313.04,USD,32.41,73.09
CARRI0212,Carrier_0212,rail,East,MX,LTL,cbm,8.819409427,20.65519095,7.333377922,express,Y,Y,N,asset,C-TPAT|ISO,14.7686,13343.19,MXN,61.3,89.64
CARRI0213,Carrier_0213,air,North,DE,FTL,teu,3.090813481,9.887805798,0.599843492,standard,N,N,Y,asset,TAPA,18.159,4047.75,EUR,82.1,100
CARRI0214,Carrier_0214,rail,West,SG,LTL,cbm,6.654023041,12.76493688,1.368172856,express,N,N,N,asset,ISO|C-TPAT,19.3237,7683.09,SGD,56.55,64.82
CARRI0215,Carrier_0215,multimodal,North,SG,parcel,kg,10.59862454,19.91246439,8.840092225,standard,N,N,Y,asset,,37.4912,7951.11,SGD,59.77,68.7
CARRI0216,Carrier_0216,sea,South,SG,LTL,kg,17.32103302,25.73751052,13.38980754,standard,Y,Y,Y,non-asset,,27.2025,7413.7,SGD,52.32,79.94
CARRI0217,Carrier_0217,sea,North,DE,FTL,cbm,19.5908616,24.03231695,17.45823388,express,N,N,Y,asset,C-TPAT|ISO,15.7259,15959.9,EUR,67.88,83.49
CARRI0218,Carrier_0218,rail,South,US,FTL,cbm,7.776320185,14.6271279,2.823354705,standard,N,N,Y,asset,,22.3843,10563.83,USD,60.8,86.59
CARRI0219,Carrier_0219,sea,Central,MX,FTL,kg,13.77951094,21.35991792,8.381661785,express,N,Y,N,asset,C-TPAT,13.5958,12321.78,MXN,56.94,93.55
CARRI0220,Carrier_0220,air,West,US,parcel,kg,2.529767025,6.748012611,0.5,economy,Y,N,N,non-asset,TAPA|ISO,17.5123,10544.3,USD,48.08,72.33
CARRI0221,Carrier_0221,rail,East,IN,FTL,kg,8.329548937,15.05159104,6.424395783,standard,Y,N,N,non-asset,,15.5309,10543.18,INR,61.45,89.71
CARRI0222,Carrier_0222,air,East,CN,LTL,cbm,0.8,8.597121896,0.5,express,Y,N,Y,non-asset,ISO,19.7241,6607.37,CNY,87.61,88.85
CARRI0223,Carrier_0223,rail,South,MX,parcel,cbm,8.196777661,16.99097676,6.265956353,economy,N,N,Y,asset,C-TPAT,26.321,8671.08,MXN,63.03,88.04
CARRI0224,Carrier_0224,rail,North,MX,FTL,kg,4.187726681,14.84202944,2.909918487,standard,N,N,Y,asset,TAPA|ISO,16.8777,16186.6,MXN,74.11,85.16
CARRI0225,Carrier_0225,multimodal,East,DE,parcel,kg,8.393075645,14.85640794,5.829440865,economy,N,N,Y,asset,ISO,30.9139,8055.41,EUR,58.91,88.54
CARRI0226,Carrier_0226,road,North,DE,parcel,teu,1.04732471,8.4550905,0.5,economy,N,N,N,non-asset,,28.9046,14674.57,EUR,58.12,89.72
CARRI0227,Carrier_0227,sea,West,US,FTL,cbm,20.210352,27.06536317,15.98166855,standard,N,N,Y,asset,TAPA|C-TPAT,22.0995,7657,USD,57.5,87.39
CARRI0228,Carrier_0228,rail,South,CN,LTL,cbm,4.939358802,11.83871981,0.5,standard,N,N,Y,asset,,28.2177,7113.33,CNY,76.83,96.96
CARRI0229,Carrier_0229,multimodal,South,SG,FTL,kg,9.397871006,19.0065615,6.541051355,express,Y,N,Y,asset,C-TPAT,16.6723,11096.07,SGD,68.98,97.9
CARRI0230,Carrier_0230,air,West,DE,LTL,teu,2.891975671,7.072551371,0.5,standard,Y,N,N,non-asset,TAPA|ISO,28.7109,4214.65,EUR,62.08,82.31
CARRI0231,Carrier_0231,road,West,MX,LTL,cbm,4.722554351,8.656183123,0.5,standard,N,Y,Y,asset,TAPA|ISO,25.3904,6600.87,MXN,59.87,88.63
CARRI0232,Carrier_0232,air,South,IN,LTL,cbm,1.676320639,12.66856627,0.5,economy,N,N,Y,non-asset,,21.6523,5670.6,INR,60.31,83.46
CARRI0233,Carrier_0233,air,East,SG,FTL,kg,2.522662025,10.81031816,0.5,standard,N,N,N,asset,,37.0946,10465.51,SGD,62.21,94.22
CARRI0234,Carrier_0234,road,North,IN,LTL,cbm,5.742138418,9.718694668,4.163807301,express,N,Y,Y,asset,TAPA,22.6967,7105.79,INR,73.75,80.33
CARRI0235,Carrier_0235,multimodal,North,US,LTL,cbm,8.369774086,19.04894246,2.414584307,standard,N,N,Y,asset,C-TPAT,22.3356,9131.81,USD,66.28,88.75
CARRI0236,Carrier_0236,sea,Central,SG,LTL,cbm,18.19218527,29.58024137,17.38360599,express,N,N,N,non-asset,ISO,20.4112,10932.29,SGD,48.67,74.6
CARRI0237,Carrier_0237,sea,South,CN,FTL,cbm,19.53535968,23.39646178,15.04745644,express,N,N,Y,asset,,25.6949,14779.46,CNY,61.23,86.11
CARRI0238,Carrier_0238,sea,South,US,LTL,cbm,18.20696423,26.90472393,12.94060514,standard,N,N,Y,asset,C-TPAT,28.8876,9714.91,USD,56.05,82.79
CARRI0239,Carrier_0239,multimodal,Central,BR,parcel,teu,8.787119682,14.62737344,7.427506985,economy,N,N,Y,asset,TAPA,28.4157,5770.84,BRL,71.1,82.97
CARRI0240,Carrier_0240,multimodal,East,CN,LTL,kg,7.36999013,13.97925672,2.546572971,express,Y,N,Y,non-asset,ISO,25.3776,6517.11,CNY,67.95,82.19
CARRI0241,Carrier_0241,rail,East,DE,LTL,cbm,7.806882855,13.85013899,6.278066555,standard,N,N,Y,non-asset,ISO|TAPA,13.9165,11761.95,EUR,67.28,94.84
CARRI0242,Carrier_0242,road,West,DE,FTL,kg,2.585860116,6.313188773,0.5,standard,N,N,Y,asset,,42.9188,7938.64,EUR,77.56,100
CARRI0243,Carrier_0243,sea,South,DE,LTL,cbm,19.7220145,25.46760763,14.61733763,standard,N,N,Y,non-asset,TAPA,23.8022,10472.68,EUR,56.33,72.52
CARRI0244,Carrier_0244,air,East,IN,parcel,kg,0.8,12.71497649,0.5,economy,N,N,Y,non-asset,C-TPAT,18.2353,7428.8,INR,72.7,82.51
CARRI0245,Carrier_0245,multimodal,Central,MX,FTL,kg,9.372531241,15.90021593,4.300554479,standard,Y,N,Y,asset,ISO,24.631,6331.21,MXN,70.92,100
CARRI0246,Carrier_0246,road,South,CN,parcel,kg,4.006293451,14.66198795,0.5,standard,N,N,N,non-asset,ISO,17.0426,9569.82,CNY,61.83,85.7
CARRI0247,Carrier_0247,multimodal,South,BR,parcel,cbm,7.634084564,18.10502029,3.680493933,express,N,N,N,asset,C-TPAT|TAPA,37.4982,8697.69,BRL,48.52,71.04
CARRI0248,Carrier_0248,rail,East,DE,FTL,teu,9.497280601,15.28991691,8.460818804,standard,Y,N,Y,asset,C-TPAT,35.1429,6456.49,EUR,56.66,74.34
CARRI0249,Carrier_0249,road,Central,IN,parcel,teu,2.886797445,13.53589035,0.730943292,standard,N,N,Y,asset,,37.7347,12816.59,INR,79.81,100
CARRI0250,Carrier_0250,rail,South,US,FTL,teu,7.93782567,13.25634502,3.577552031,standard,N,Y,Y,non-asset,,36.2,18987.49,USD,69.04,84.75
CARRI0251,Carrier_0251,air,Central,IN,LTL,cbm,1.513611084,9.368845033,0.5,standard,Y,Y,Y,asset,ISO,31.7177,8469.13,INR,84.59,99.09
CARRI0252,Carrier_0252,road,North,SG,FTL,teu,5.891461551,14.91035147,1.593316289,standard,N,Y,N,non-asset,C-TPAT,28.7409,15395.24,SGD,57.91,100
CARRI0253,Carrier_0253,rail,South,IN,parcel,kg,6.93068068,10.54167334,2.465788037,standard,N,N,Y,asset,ISO,22.3682,11052.08,INR,72.15,93.27
CARRI0254,Carrier_0254,road,Central,DE,FTL,kg,3.991215638,7.579988845,0.5,express,N,Y,Y,asset,,12.9154,4413.99,EUR,78.57,82.87
CARRI0255,Carrier_0255,rail,East,MX,parcel,cbm,4.301982004,11.26298428,2.576101871,standard,N,N,N,asset,C-TPAT,19.1985,7031.45,MXN,61.8,83.77
CARRI0256,Carrier_0256,rail,East,SG,LTL,teu,6.326426753,11.97285283,1.159753346,express,N,N,Y,asset,ISO,16.0956,11638.9,SGD,81.3,100
CARRI0257,Carrier_0257,air,Central,US,FTL,kg,2.797619213,5.891488573,0.5,economy,Y,N,Y,asset,C-TPAT,20.2389,9820.04,USD,68.47,84.69
CARRI0258,Carrier_0258,multimodal,Central,BR,parcel,cbm,11.14382336,18.51343725,6.260264124,express,N,N,N,asset,C-TPAT|ISO,30.8506,17560.48,BRL,53.12,89.55
CARRI0259,Carrier_0259,rail,West,DE,LTL,teu,6.974168757,11.09277557,5.054827212,express,Y,N,Y,asset,,23.8572,7466.63,EUR,69.66,79.18
CARRI0260,Carrier_0260,road,South,US,FTL,cbm,4.698724414,10.59819789,0.700326119,economy,N,N,Y,asset,ISO|C-TPAT,27.9062,10874.62,USD,66.49,100
CARRI0261,Carrier_0261,road,North,DE,LTL,teu,3.902175579,13.29376062,0.5,express,N,Y,N,non-asset,TAPA,26.4953,5552.72,EUR,58.9,87.65
CARRI0262,Carrier_0262,multimodal,South,SG,parcel,cbm,9.641799601,15.95771987,8.211487201,economy,N,N,Y,non-asset,TAPA|ISO,29.3127,13801.1,SGD,61.88,97.65
CARRI0263,Carrier_0263,multimodal,East,DE,LTL,cbm,9.657294748,12.02093605,5.422118228,standard,Y,N,Y,asset,C-TPAT,18.1122,7730.64,EUR,59.72,83.86
CARRI0264,Carrier_0264,road,North,IN,LTL,kg,4.237232019,11.56676003,0.5,express,N,N,Y,non-asset,,17.8998,12591.98,INR,70.14,83.7
CARRI0265,Carrier_0265,air,West,US,LTL,teu,2.45307779,6.685976385,0.5,express,N,Y,N,non-asset,C-TPAT|TAPA,17.4109,9656.2,USD,78.14,79.9
CARRI0266,Carrier_0266,air,South,DE,LTL,teu,3.314900874,6.1649415,0.912536103,express,N,Y,Y,asset,C-TPAT,26.3528,5926.58,EUR,83.09,90.19
CARRI0267,Carrier_0267,multimodal,South,BR,parcel,kg,8.355037201,13.40978417,4.02726298,standard,N,N,Y,asset,ISO,25.2198,13245.57,BRL,51.72,60.69
CARRI0268,Carrier_0268,road,South,IN,LTL,kg,4.859317654,8.252401271,0.5,express,N,N,Y,asset,,15.474,3911.01,INR,78.88,96.37
CARRI0269,Carrier_0269,rail,East,BR,FTL,cbm,11.13330919,14.65927525,7.74235784,standard,N,Y,Y,asset,,32.4044,9953.52,BRL,60.19,82.57
CARRI0270,Carrier_0270,multimodal,North,BR,LTL,teu,10.23365298,18.73769979,7.229835673,standard,Y,N,Y,asset,TAPA|ISO,41.7447,15236.72,BRL,66.54,100
CARRI0271,Carrier_0271,rail,Central,DE,LTL,cbm,7.760413707,16.56800075,2.480995062,standard,Y,N,Y,asset,C-TPAT,16.6357,7559.44,EUR,60.01,84.37
CARRI0272,Carrier_0272,road,Central,US,FTL,kg,4.348825219,11.55948479,0.621359934,standard,N,Y,Y,asset,ISO|C-TPAT,16.8276,7690.11,USD,59.94,88.42
CARRI0273,Carrier_0273,road,Central,IN,LTL,cbm,1.440920091,11.53358627,0.5,express,Y,N,Y,asset,TAPA,23.1214,4459.85,INR,80.17,89.35
CARRI0274,Carrier_0274,air,North,IN,FTL,kg,2.382659889,14.36494004,0.5,standard,N,N,N,asset,C-TPAT,34.7557,3751.79,INR,61.26,93.74
CARRI0275,Carrier_0275,air,North,MX,LTL,teu,2.45658415,9.669983078,0.5,standard,Y,N,Y,non-asset,C-TPAT|TAPA,20.1567,6100.78,MXN,76.52,92.75
CARRI0276,Carrier_0276,road,West,SG,FTL,cbm,3.572909899,11.51849558,0.5,standard,N,N,Y,asset,ISO,41.048,5261.31,SGD,63.39,80.88
CARRI0277,Carrier_0277,road,Central,BR,LTL,cbm,3.91769922,6.924748699,3.401584394,standard,N,N,N,asset,TAPA|ISO,18.5053,7434.68,BRL,58.67,70.14
CARRI0278,Carrier_0278,multimodal,West,SG,parcel,teu,9.84494508,12.17127326,5.578065739,express,N,Y,Y,asset,TAPA,21.4519,6355.01,SGD,60.26,78.59
CARRI0279,Carrier_0279,air,South,SG,parcel,cbm,4.242436067,11.95525873,0.5,express,N,Y,Y,non-asset,ISO,33.9147,6079.84,SGD,70.45,75.89
CARRI0280,Carrier_0280,road,North,BR,LTL,cbm,3.044308794,12.60603697,0.963804576,standard,Y,N,N,asset,C-TPAT|TAPA,10.4318,8531.65,BRL,49.35,65.68
CARRI0281,Carrier_0281,multimodal,East,DE,parcel,teu,7.494950319,16.36779378,5.487304892,express,Y,N,N,non-asset,C-TPAT,28.544,16972.48,EUR,55.17,83.18
CARRI0282,Carrier_0282,air,South,MX,parcel,kg,3.403769595,13.98555005,2.242919072,express,N,N,Y,non-asset,TAPA,50,4639.02,MXN,86,99.82
CARRI0283,Carrier_0283,rail,North,CN,LTL,cbm,8.221357818,11.36318582,5.03310503,express,N,N,N,asset,C-TPAT|TAPA,34.0793,10185.48,CNY,53.55,79.21
CARRI0284,Carrier_0284,multimodal,West,IN,parcel,teu,4.544425442,6.549961742,0.964499611,express,N,Y,N,asset,,27.5239,10611.84,INR,63.09,80.24
CARRI0285,Carrier_0285,air,East,DE,LTL,cbm,0.8,10.83378303,0.5,standard,N,N,N,asset,TAPA,41.6031,5547.12,EUR,51.04,82.81
CARRI0286,Carrier_0286,sea,South,MX,LTL,kg,21.03154248,28.50468041,18.96296466,standard,N,Y,Y,asset,,15.066,13679.69,MXN,47.14,66.05
CARRI0287,Carrier_0287,sea,West,BR,LTL,cbm,19.12727718,27.49668562,17.08611375,express,N,Y,Y,non-asset,C-TPAT,18.4976,13930.55,BRL,59.12,79.38
CARRI0288,Carrier_0288,multimodal,Central,BR,FTL,cbm,8.732660694,12.92137946,3.543636243,economy,N,Y,Y,asset,,15.3833,10475.28,BRL,55.93,73.81
CARRI0289,Carrier_0289,road,South,CN,LTL,kg,5.311276943,15.56910303,3.162237512,standard,N,Y,Y,non-asset,C-TPAT|TAPA,22.4412,11503.92,CNY,58.3,76.27
CARRI0290,Carrier_0290,rail,North,SG,LTL,cbm,4.278249025,12.07719483,1.276355919,standard,N,N,Y,asset,TAPA|ISO,21.1407,10317.18,SGD,77.41,91.29
CARRI0291,Carrier_0291,air,East,IN,LTL,kg,3.048080688,12.97202241,1.225443049,standard,Y,Y,Y,asset,ISO,32.208,13138.59,INR,67.65,86.84
CARRI0292,Carrier_0292,rail,East,IN,FTL,teu,8.11581271,15.40269449,3.025044026,express,N,N,N,non-asset,,21.2264,8269.59,INR,45.41,76.53
CARRI0293,Carrier_0293,air,East,CN,FTL,teu,0.8,8.36436996,0.5,standard,N,N,Y,non-asset,,21.5869,12955.31,CNY,64.28,79.85
CARRI0294,Carrier_0294,road,West,BR,LTL,kg,4.044122446,6.873361174,2.87056925,express,Y,Y,Y,non-asset,,29.4829,4211.53,BRL,77.78,97.5
CARRI0295,Carrier_0295,air,West,CN,FTL,kg,0.8,9.681476994,0.5,express,N,N,Y,asset,,29.7794,5773.84,CNY,87.44,100
CARRI0296,Carrier_0296,road,East,BR,FTL,teu,5.476505221,8.120098233,2.315699703,express,N,N,N,asset,C-TPAT|ISO,25.806,4538.82,BRL,71.19,81.31
CARRI0297,Carrier_0297,multimodal,South,IN,parcel,cbm,8.347568807,17.63811054,7.404644551,standard,N,Y,N,non-asset,ISO,11.5282,23530.31,INR,52.8,82.85
CARRI0298,Carrier_0298,road,East,SG,parcel,kg,6.718100728,12.17924755,4.845020353,economy,N,N,Y,non-asset,ISO,25.4764,14580.08,SGD,67.89,91.24
CARRI0299,Carrier_0299,multimodal,North,SG,FTL,cbm,10.43283843,14.44834862,5.249240224,standard,Y,N,Y,asset,TAPA,27.2194,7688.46,SGD,67.12,91.18
CARRI0300,Carrier_0300,sea,East,IN,parcel,kg,15.22659124,20.0139449,13.09629968,express,N,Y,N,non-asset,,25.4437,9307.96,INR,49.72,72.76
CARRI0301,Carrier_0301,multimodal,West,CN,FTL,kg,6.386891335,11.73826123,1.063753474,economy,N,N,N,non-asset,ISO|C-TPAT,42.9528,4956.58,CNY,52.49,84.23
CARRI0302,Carrier_0302,air,West,CN,LTL,teu,2.414809555,5.536237095,1.700515427,express,Y,N,Y,non-asset,C-TPAT|ISO,28.8984,7107.96,CNY,64.54,92.94
CARRI0303,Carrier_0303,road,South,DE,parcel,kg,4.763328697,7.231998029,2.422661158,economy,N,N,Y,non-asset,ISO,29.219,8429.64,EUR,58.19,65.2
CARRI0304,Carrier_0304,road,South,SG,LTL,teu,6.070503451,8.465656131,4.331606712,express,N,Y,N,asset,,11.2408,5790.34,SGD,64.08,93.61
CARRI0305,Carrier_0305,rail,West,SG,FTL,teu,5.111305349,7.56242748,0.965015972,economy,Y,N,Y,asset,,17.8009,10025.05,SGD,72.26,86.18
CARRI0306,Carrier_0306,multimodal,Central,US,FTL,kg,9.346965863,17.14393424,4.388342153,economy,N,Y,Y,asset,TAPA|C-TPAT,19.8634,7304.67,USD,64.91,70.72
CARRI0307,Carrier_0307,multimodal,Central,US,LTL,kg,8.731068175,13.89320404,5.174482976,standard,N,N,N,asset,TAPA,33.8877,7016.64,USD,58.3,91.43
CARRI0308,Carrier_0308,air,Central,SG,LTL,teu,3.044761253,9.385977043,0.5,standard,N,N,Y,asset,,34.6782,9849.21,SGD,67.49,76.29
CARRI0309,Carrier_0309,air,North,US,LTL,teu,2.112323823,12.16588792,1.317491122,express,Y,N,N,non-asset,C-TPAT|TAPA,21.5165,5793.39,USD,69.27,85.8
CARRI0310,Carrier_0310,multimodal,West,US,FTL,cbm,6.600693383,8.806983183,2.148314813,standard,N,N,Y,asset,C-TPAT|ISO,24.3675,5545.72,USD,61.97,83.79
CARRI0311,Carrier_0311,air,East,MX,LTL,kg,2.514241244,11.074464,0.5,standard,Y,N,Y,non-asset,ISO,19.0884,8865.67,MXN,79.14,85.71
