item_id,lane_id,origin_region,origin_country,origin_city,dest_region,dest_country,dest_city,mode,distance_km,typical_volume_teu,transit_days_typical,avg_cost_per_shipment,customs_required
LANEI0243,LANE-00243,North,SG,Berlin,West,BR,Los Angeles,rail,747.14,1.937,3.85,365.5,Y
LANEI0244,LANE-00244,South,MX,Mumbai,North,US,Toronto,air,740.95,0.05,2.85,965.66,Y
LANEI0245,LANE-00245,South,BR,Munich,East,CN,Shanghai,air,807.01,0.05,6.03,4384.53,Y
LANEI0246,LANE-00246,West,BR,Cologne,East,SG,Shenzhen,sea,1766.71,8.039,12.54,488.4,Y
LANEI0247,LANE-00247,South,SG,Mumbai,West,BR,Los Angeles,air,672.42,0.129,3.14,1226.52,N
LANEI0248,LANE-00248,West,SG,Cologne,North,US,Toronto,air,557.03,0.149,1.83,2688.5,Y
LANEI0249,LANE-00249,West,BR,Cologne,Central,BR,Hyderabad,sea,2082.45,7.997,13.77,955.43,N
LANEI0250,LANE-00250,West,SG,Phoenix,East,IN,Shenzhen,rail,1023.76,1.911,4.72,874.21,Y
LANEI0251,LANE-00251,East,SG,Newark,West,IN,Austin,air,815.78,0.092,2.03,3493.91,Y
LANEI0252,LANE-00252,Central,CN,Frankfurt,North,SG,Berlin,air,739.43,0.485,2.23,1258.34,Y
LANEI0253,LANE-00253,North,DE,Beijing,West,CN,Los Angeles,air,1087.34,0.455,1.51,2760.24,Y
LANEI0254,LANE-00254,West,SG,Cologne,East,DE,Shizuoka,air,865.01,0.689,0.84,1139.34,Y
LANEI0255,LANE-00255,Central,BR,Chicago,East,US,Shanghai,sea,1360.58,8.959,12.13,874.41,Y
LANEI0256,LANE-00256,West,SG,Phoenix,South,BR,Bangalore,rail,732.45,1.245,4.89,429.1,Y
LANEI0257,LANE-00257,East,CN,Newark,West,SG,Phoenix,sea,1061.02,7.705,10.25,220.36,Y
LANEI0258,LANE-00258,South,DE,Mumbai,East,CN,Shanghai,air,747.9,0.186,0.6,2682.96,Y
LANEI0259,LANE-00259,South,CN,Mumbai,North,CN,Beijing,rail,911.29,0.977,4.2,269.23,N
LANEI0260,LANE-00260,Central,MX,Pune,South,BR,Munich,air,786.63,0.107,3.61,4702.74,Y
LANEI0261,LANE-00261,East,DE,Shenzhen,North,IN,Berlin,road,553.07,0.817,2.93,913.87,Y
LANEI0262,LANE-00262,East,BR,Shizuoka,West,MX,Phoenix,rail,952.93,1.43,7.58,1054.28,Y
LANEI0263,LANE-00263,East,SG,Newark,West,IN,Los Angeles,sea,2819.18,8.35,13.87,2062.93,Y
LANEI0264,LANE-00264,West,IN,Austin,East,IN,Shanghai,air,994.38,0.648,0.6,1224.32,N
LANEI0265,LANE-00265,Central,IN,Frankfurt,West,IN,Phoenix,rail,725.1,1.555,7.84,706.23,N
LANEI0266,LANE-00266,South,MX,Mumbai,West,MX,Phoenix,road,289.31,0.84,5.08,643.73,N
LANEI0267,LANE-00267,Central,MX,Pune,North,CN,Berlin,sea,3188.16,8.148,14.39,611.7,Y
LANEI0268,LANE-00268,East,US,Shanghai,East,BR,Shenzhen,sea,1602.12,7.953,12.86,387.35,Y
LANEI0269,LANE-00269,East,BR,Shizuoka,Central,BR,Hyderabad,air,693.75,0.283,1.11,750.01,N
LANEI0270,LANE-00270,East,IN,Shenzhen,Central,CN,Frankfurt,rail,768.67,0.909,5.52,349.7,Y
LANEI0271,LANE-00271,East,SG,Newark,South,IN,Munich,rail,1016.44,1.435,3.79,689.54,Y
LANEI0272,LANE-00272,West,MX,Austin,East,IN,Shizuoka,air,576.97,0.191,3.34,2322.09,Y
LANEI0273,LANE-00273,East,CN,Shanghai,South,MX,Munich,sea,3421.03,7.88,13.43,545.24,Y
LANEI0274,LANE-00274,East,MX,Shanghai,South,CN,Bangalore,road,451.76,0.657,2.89,941.87,Y
LANEI0275,LANE-00275,East,US,Newark,Central,MX,Pune,air,568.77,0.05,0.67,1334.58,Y
LANEI0276,LANE-00276,South,MX,Chennai,East,IN,Newark,air,775.21,0.164,0.69,3140.44,Y
LANEI0277,LANE-00277,West,SG,Cologne,East,CN,Newark,rail,894.18,1.755,4.25,1231.71,Y
LANEI0278,LANE-00278,South,CN,Bangalore,West,CN,Los Angeles,air,352.43,0.565,2.39,1947.51,N
LANEI0279,LANE-00279,East,CN,Shenzhen,West,US,Los Angeles,sea,2841.0,8.06,10.43,854.03,Y
LANEI0280,LANE-00280,North,MX,Berlin,South,SG,Munich,road,350.53,0.737,4.31,553.72,Y
LANEI0281,LANE-00281,South,SG,Chennai,Central,MX,Pune,rail,790.52,1.063,3.7,1060.58,Y
LANEI0282,LANE-00282,South,MX,Mumbai,West,BR,Los Angeles,road,520.04,0.467,2.09,952.53,Y
LANEI0283,LANE-00283,West,US,Austin,North,SG,Berlin,air,906.28,0.636,2.69,4057.43,Y
LANEI0284,LANE-00284,South,DE,Munich,North,MX,Delhi,sea,2342.15,8.316,11.93,524.92,N
LANEI0285,LANE-00285,East,SG,Shanghai,North,US,Toronto,sea,2014.93,7.447,10.94,494.51,Y
LANEI0286,LANE-00286,South,SG,Bangalore,West,DE,Austin,road,341.18,1.001,5.22,1248.88,Y
LANEI0287,LANE-00287,West,SG,Austin,South,CN,Munich,air,943.42,0.05,5.0,3457.49,Y
LANEI0288,LANE-00288,East,US,Shizuoka,North,DE,Delhi,road,516.86,1.612,4.84,910.92,Y
LANEI0289,LANE-00289,North,DE,Beijing,East,MX,Shizuoka,sea,2072.14,7.889,12.34,1078.68,Y
LANEI0290,LANE-00290,North,CN,Toronto,East,IN,Newark,road,480.64,0.388,2.25,1529.12,Y
LANEI0291,LANE-00291,South,SG,Munich,East,CN,Shizuoka,air,654.8,0.249,2.93,2123.78,N
LANEI0292,LANE-00292,West,CN,Austin,South,BR,Bangalore,sea,3336.69,7.708,12.32,1135.23,Y
LANEI0293,LANE-00293,West,BR,Phoenix,Central,IN,Chicago,air,796.21,0.362,0.6,1834.98,Y
LANEI0294,LANE-00294,Central,CN,Frankfurt,North,IN,Beijing,sea,2309.14,7.548,13.51,309.52,N
LANEI0295,LANE-00295,West,US,Los Angeles,Central,BR,Hyderabad,road,443.97,1.514,2.47,1044.51,Y
LANEI0296,LANE-00296,South,US,Chennai,North,CN,Berlin,sea,2495.29,8.17,12.98,737.3,N
LANEI0297,LANE-00297,Central,BR,Chicago,South,CN,Bangalore,air,720.78,0.88,1.37,2628.61,Y
LANEI0298,LANE-00298,North,CN,Toronto,West,MX,Cologne,road,283.91,0.362,2.87,1353.52,Y
LANEI0299,LANE-00299,East,BR,Shizuoka,West,DE,Cologne,air,626.68,0.731,2.25,1951.95,Y
LANEI0300,LANE-00300,East,BR,Shanghai,South,SG,Chennai,rail,816.28,0.544,6.35,1098.22,Y
LANEI0301,LANE-00301,North,IN,Delhi,North,CN,Delhi,rail,819.04,1.234,4.93,675.82,Y
LANEI0302,LANE-00302,Central,US,Chicago,South,BR,Chennai,air,826.65,0.182,1.1,2727.05,Y
LANEI0303,LANE-00303,North,SG,Berlin,South,CN,Munich,rail,1034.02,1.065,2.02,1187.62,Y
LANEI0304,LANE-00304,Central,CN,Hyderabad,East,DE,Newark,air,866.03,0.545,2.04,4246.0,Y
LANEI0305,LANE-00305,Central,IN,Hyderabad,North,CN,Toronto,rail,148.27,1.179,5.42,725.39,Y
LANEI0306,LANE-00306,East,BR,Newark,West,SG,Cologne,air,890.95,0.939,1.07,968.69,Y
LANEI0307,LANE-00307,West,DE,Austin,North,IN,Delhi,road,569.41,0.683,4.64,453.46,Y
LANEI0308,LANE-00308,North,DE,Delhi,West,SG,Phoenix,air,792.4,0.05,2.94,1725.16,Y
LANEI0309,LANE-00309,West,US,Cologne,East,SG,Shizuoka,road,333.36,0.902,6.88,451.37,Y
LANEI0310,LANE-00310,South,IN,Mumbai,North,IN,Toronto,rail,727.83,1.539,3.43,780.55,N
LANEI0311,LANE-00311,West,IN,Cologne,North,MX,Berlin,road,441.55,0.765,4.69,576.59,Y
LANEI0312,LANE-00312,South,BR,Bangalore,East,MX,Shenzhen,air,610.32,0.464,1.3,769.58,N
LANEI0313,LANE-00313,South,MX,Chennai,North,MX,Beijing,road,338.17,0.686,1.48,506.48,N
LANEI0314,LANE-00314,South,DE,Chennai,East,US,Shanghai,road,243.38,0.726,3.7,796.87,Y
LANEI0315,LANE-00315,West,BR,Cologne,East,BR,Shenzhen,air,740.73,0.762,1.35,1282.9,N
LANEI0316,LANE-00316,North,SG,Berlin,North,BR,Beijing,road,485.33,0.346,3.8,586.64,Y
LANEI0317,LANE-00317,West,SG,Los Angeles,South,MX,Chennai,road,525.4,0.345,1.99,312.47,Y
LANEI0318,LANE-00318,West,DE,Phoenix,South,MX,Bangalore,rail,875.13,1.98,5.94,476.84,Y
LANEI0319,LANE-00319,West,DE,Phoenix,East,US,Shizuoka,air,956.94,0.331,2.06,936.55,Y
LANEI0320,LANE-00320,East,US,Shenzhen,North,DE,Delhi,rail,964.04,0.961,3.93,472.26,N
LANEI0321,LANE-00321,North,CN,Toronto,East,IN,Shenzhen,rail,584.26,1.328,5.3,393.71,Y
LANEI0322,LANE-00322,North,CN,Berlin,East,MX,Shenzhen,rail,1091.5,1.724,2.45,430.16,Y
LANEI0323,LANE-00323,Central,DE,Hyderabad,South,DE,Mumbai,sea,2812.15,7.912,11.0,261.94,N
LANEI0324,LANE-00324,Central,MX,Hyderabad,East,SG,Shizuoka,sea,3943.9,8.555,13.25,914.75,Y
LANEI0325,LANE-00325,Central,CN,Pune,North,US,Delhi,road,698.17,0.557,4.94,655.09,Y
LANEI0326,LANE-00326,West,MX,Los Angeles,South,US,Munich,sea,1446.91,8.031,12.25,447.38,Y
LANEI0327,LANE-00327,East,MX,Shizuoka,West,MX,Phoenix,sea,2620.75,7.646,13.02,419.47,N
LANEI0328,LANE-00328,Central,MX,Chicago,East,DE,Shizuoka,sea,1662.13,7.307,12.49,656.59,Y
LANEI0329,LANE-00329,South,BR,Mumbai,East,MX,Newark,air,458.84,0.574,0.6,2244.42,N
LANEI0330,LANE-00330,North,CN,Berlin,Central,DE,Chicago,air,974.14,0.607,0.77,1939.0,Y
LANEI0331,LANE-00331,Central,US,Hyderabad,North,MX,Toronto,road,428.48,1.42,4.38,511.46,Y
LANEI0332,LANE-00332,Central,SG,Pune,West,US,Los Angeles,sea,3078.78,7.8,14.19,631.78,Y
LANEI0333,LANE-00333,South,CN,Chennai,West,CN,Austin,air,440.33,0.379,1.91,2772.34,N
LANEI0334,LANE-00334,South,BR,Chennai,West,US,Cologne,sea,2525.59,8.082,13.66,1384.62,Y
LANEI0335,LANE-00335,West,CN,Phoenix,East,IN,Shizuoka,air,502.81,0.05,2.9,2272.35,Y
LANEI0336,LANE-00336,East,SG,Shizuoka,West,SG,Los Angeles,road,490.42,0.382,4.93,1597.93,N
LANEI0337,LANE-00337,North,DE,Toronto,Central,MX,Hyderabad,air,1274.77,0.488,2.05,1235.89,Y
LANEI0338,LANE-00338,East,BR,Shizuoka,North,DE,Toronto,rail,1062.24,1.098,7.24,434.59,Y
LANEI0339,LANE-00339,South,IN,Chennai,North,BR,Beijing,rail,967.22,1.646,5.29,946.77,Y
LANEI0340,LANE-00340,East,DE,Shenzhen,Central,SG,Hyderabad,rail,747.11,1.815,7.38,434.64,N
LANEI0341,LANE-00341,North,DE,Beijing,West,BR,Los Angeles,sea,2299.55,7.872,11.66,719.95,N
LANEI0342,LANE-00342,East,DE,Shizuoka,West,IN,Austin,road,372.35,1.072,3.27,700.16,Y
LANEI0343,LANE-00343,West,DE,Los Angeles,Central,DE,Pune,rail,626.53,1.312,5.46,664.0,N
LANEI0344,LANE-00344,North,IN,Toronto,East,IN,Shanghai,sea,1518.7,7.766,10.57,781.33,N
LANEI0345,LANE-00345,South,MX,Chennai,East,BR,Shanghai,sea,2327.09,8.58,10.84,1051.14,Y
LANEI0346,LANE-00346,North,MX,Delhi,Central,MX,Hyderabad,air,1060.5,0.05,3.63,3427.06,N
LANEI0347,LANE-00347,Central,CN,Chicago,South,CN,Mumbai,sea,888.1,7.049,8.51,1215.09,N
LANEI0348,LANE-00348,East,SG,Shizuoka,North,MX,Beijing,road,553.39,0.688,4.91,1833.06,Y
LANEI0349,LANE-00349,South,CN,Munich,East,US,Shizuoka,sea,2447.74,7.676,10.99,833.71,Y
LANEI0350,LANE-00350,Central,BR,Frankfurt,East,CN,Shizuoka,rail,701.75,1.96,3.7,286.03,Y
LANEI0351,LANE-00351,East,US,Shenzhen,West,CN,Los Angeles,air,987.64,0.759,6.03,3813.83,Y
LANEI0352,LANE-00352,East,BR,Shizuoka,East,IN,Shanghai,air,524.3,0.05,1.96,1126.33,Y
LANEI0353,LANE-00353,Central,MX,Pune,West,SG,Los Angeles,sea,3297.15,8.466,15.17,1066.75,Y
LANEI0354,LANE-00354,East,SG,Shanghai,Central,CN,Pune,air,635.85,0.667,3.34,1819.8,Y
LANEI0355,LANE-00355,South,SG,Chennai,West,MX,Austin,sea,2627.68,8.057,9.57,1215.23,Y
LANEI0356,LANE-00356,North,MX,Toronto,East,US,Newark,road,279.41,0.05,3.86,774.03,Y
LANEI0357,LANE-00357,West,CN,Phoenix,East,CN,Shizuoka,air,643.68,0.331,0.6,924.68,N
LANEI0358,LANE-00358,East,US,Newark,West,US,Cologne,air,508.85,0.05,3.36,609.78,N
LANEI0359,LANE-00359,North,BR,Berlin,West,SG,Phoenix,rail,876.86,1.676,5.14,853.17,Y
LANEI0360,LANE-00360,North,US,Beijing,East,MX,Shizuoka,sea,2854.9,8.412,15.11,1258.04,Y
LANEI0361,LANE-00361,East,CN,Newark,North,BR,Beijing,sea,3795.94,8.248,13.26,1207.76,Y
LANEI0362,LANE-00362,East,IN,Shenzhen,North,MX,Toronto,sea,2303.37,7.75,12.0,1344.35,Y
LANEI0363,LANE-00363,Central,IN,Chicago,South,IN,Mumbai,rail,874.28,1.854,6.98,791.84,N
LANEI0364,LANE-00364,South,DE,Munich,West,BR,Austin,sea,2020.41,7.736,13.49,1198.2,Y
LANEI0365,LANE-00365,North,CN,Toronto,West,US,Phoenix,air,706.06,0.286,2.09,1669.94,N
LANEI0366,LANE-00366,East,US,Shenzhen,West,IN,Austin,air,872.81,0.05,3.26,2349.66,N
LANEI0367,LANE-00367,North,DE,Delhi,Central,IN,Pune,road,353.4,0.61,2.77,466.14,Y
LANEI0368,LANE-00368,South,DE,Mumbai,North,CN,Toronto,sea,2973.76,8.268,14.03,1267.46,Y
LANEI0369,LANE-00369,West,IN,Los Angeles,South,SG,Mumbai,sea,2091.31,7.657,11.98,1403.4,Y
LANEI0370,LANE-00370,East,US,Shizuoka,Central,BR,Hyderabad,road,546.45,0.166,2.09,1047.11,Y
LANEI0371,LANE-00371,West,US,Phoenix,Central,DE,Frankfurt,rail,851.97,1.647,5.16,1102.0,Y
LANEI0372,LANE-00372,Central,US,Pune,South,CN,Munich,sea,990.46,8.203,6.25,503.01,Y
LANEI0373,LANE-00373,West,MX,Los Angeles,South,BR,Munich,sea,2508.76,8.181,13.24,359.52,N
LANEI0374,LANE-00374,West,DE,Austin,West,CN,Austin,rail,790.9,0.808,5.44,296.98,Y
LANEI0375,LANE-00375,South,MX,Munich,North,MX,Beijing,road,447.93,0.719,3.62,539.48,N
LANEI0376,LANE-00376,East,US,Newark,North,CN,Berlin,road,428.87,0.647,0.97,1286.79,Y
LANEI0377,LANE-00377,South,SG,Chennai,Central,IN,Chicago,sea,2614.5,8.46,13.08,618.02,Y
LANEI0378,LANE-00378,West,MX,Los Angeles,East,MX,Shizuoka,road,456.55,1.33,1.88,1424.2,N
LANEI0379,LANE-00379,West,DE,Austin,North,CN,Toronto,sea,2752.09,7.868,14.91,936.99,Y
LANEI0380,LANE-00380,North,IN,Delhi,West,IN,Los Angeles,air,726.04,0.387,1.68,2154.19,N
LANEI0381,LANE-00381,East,IN,Shenzhen,Central,IN,Hyderabad,sea,2891.16,8.416,11.34,263.16,N
LANEI0382,LANE-00382,Central,US,Frankfurt,East,IN,Shanghai,rail,665.64,2.097,4.48,1641.23,Y
LANEI0383,LANE-00383,South,IN,Mumbai,East,MX,Newark,road,479.03,0.554,2.76,266.49,N
LANEI0384,LANE-00384,North,MX,Beijing,South,IN,Munich,road,414.46,0.939,4.85,1233.95,Y
LANEI0385,LANE-00385,East,IN,Shizuoka,East,MX,Newark,road,414.69,0.133,0.6,704.89,Y
LANEI0386,LANE-00386,East,IN,Newark,North,BR,Toronto,sea,1881.34,7.677,11.79,798.57,Y
LANEI0387,LANE-00387,East,US,Shanghai,North,BR,Toronto,sea,2731.44,7.978,8.41,964.53,N
LANEI0388,LANE-00388,North,MX,Toronto,Central,DE,Chicago,air,1035.13,0.416,2.71,1973.75,N
LANEI0389,LANE-00389,West,CN,Los Angeles,North,DE,Beijing,road,299.44,0.864,5.3,1655.49,Y
LANEI0390,LANE-00390,East,SG,Shizuoka,West,SG,Cologne,sea,1500.59,7.719,11.44,805.83,N
LANEI0391,LANE-00391,West,DE,Los Angeles,Central,MX,Pune,air,768.04,0.296,0.6,3101.35,Y
LANEI0392,LANE-00392,East,US,Shanghai,East,DE,Shanghai,air,1139.06,0.05,2.78,798.78,Y
LANEI0393,LANE-00393,North,CN,Delhi,West,SG,Austin,sea,2342.45,8.279,11.83,1438.7,Y
LANEI0394,LANE-00394,East,MX,Shizuoka,Central,CN,Pune,road,550.46,0.657,4.04,283.19,Y
LANEI0395,LANE-00395,Central,US,Chicago,North,MX,Beijing,road,502.91,1.362,0.68,330.64,Y
LANEI0396,LANE-00396,South,MX,Bangalore,West,DE,Cologne,road,374.11,0.552,2.02,560.42,Y
LANEI0397,LANE-00397,North,US,Berlin,South,US,Munich,rail,1010.93,1.883,5.85,616.99,N
LANEI0398,LANE-00398,Central,CN,Pune,South,MX,Munich,road,353.83,0.974,2.42,782.41,Y
LANEI0399,LANE-00399,West,US,Los Angeles,East,DE,Shizuoka,rail,885.81,1.41,4.6,334.99,Y
LANEI0400,LANE-00400,West,SG,Austin,Central,MX,Chicago,rail,968.16,1.212,5.9,1090.18,Y
LANEI0401,LANE-00401,North,US,Toronto,Central,BR,Frankfurt,rail,954.83,0.847,3.29,1820.01,Y
LANEI0402,LANE-00402,Central,IN,Chicago,West,MX,Austin,rail,692.52,1.288,3.09,1300.95,Y
LANEI0403,LANE-00403,South,MX,Bangalore,West,IN,Los Angeles,road,351.03,0.934,3.11,779.86,Y
LANEI0404,LANE-00404,East,MX,Shizuoka,Central,IN,Hyderabad,road,367.22,0.516,2.01,269.69,Y
LANEI0405,LANE-00405,West,BR,Los Angeles,Central,IN,Chicago,air,720.2,0.544,1.79,3285.41,Y
LANEI0406,LANE-00406,West,CN,Phoenix,Central,BR,Chicago,road,329.6,0.787,3.14,809.28,Y
LANEI0407,LANE-00407,West,US,Los Angeles,East,SG,Newark,rail,819.71,1.356,6.37,611.15,Y
LANEI0408,LANE-00408,South,IN,Munich,North,US,Berlin,air,635.62,0.05,2.09,2877.08,Y
LANEI0409,LANE-00409,North,DE,Berlin,Central,DE,Hyderabad,sea,3142.09,8.541,10.71,1300.8,N
LANEI0410,LANE-00410,South,SG,Mumbai,North,MX,Beijing,road,403.12,0.829,1.49,450.21,N
LANEI0411,LANE-00411,Central,MX,Pune,West,MX,Cologne,air,887.95,0.313,0.6,1186.26,N
LANEI0412,LANE-00412,North,BR,Toronto,West,US,Los Angeles,air,764.46,0.05,0.6,809.48,N
LANEI0413,LANE-00413,Central,US,Pune,East,IN,Shanghai,sea,2436.88,8.028,12.12,1239.33,Y
LANEI0414,LANE-00414,South,US,Chennai,North,SG,Beijing,road,326.26,0.535,2.07,939.06,Y
LANEI0415,LANE-00415,South,DE,Chennai,East,CN,Shenzhen,rail,956.56,1.514,5.97,1131.44,Y
LANEI0416,LANE-00416,North,US,Berlin,East,MX,Shanghai,road,472.27,1.156,0.61,500.86,Y
LANEI0417,LANE-00417,West,BR,Cologne,Central,CN,Pune,air,538.09,0.672,0.99,1104.53,Y
LANEI0418,LANE-00418,North,CN,Toronto,North,SG,Toronto,air,759.53,0.075,3.05,1743.41,Y
LANEI0419,LANE-00419,Central,IN,Chicago,West,SG,Cologne,rail,899.72,1.556,5.4,546.6,Y
LANEI0420,LANE-00420,East,DE,Shizuoka,Central,SG,Pune,rail,1013.34,2.008,6.74,891.41,Y
LANEI0421,LANE-00421,South,CN,Bangalore,East,BR,Shanghai,road,394.69,0.507,4.85,789.82,N
LANEI0422,LANE-00422,East,BR,Newark,Central,MX,Frankfurt,sea,1223.42,8.444,10.8,641.69,Y
LANEI0423,LANE-00423,East,US,Shenzhen,East,CN,Newark,rail,658.3,1.607,4.88,1098.02,Y
LANEI0424,LANE-00424,Central,SG,Chicago,South,MX,Bangalore,sea,3169.99,8.53,9.99,624.52,Y
LANEI0425,LANE-00425,East,US,Newark,Central,US,Pune,sea,2181.11,7.728,12.48,1017.11,N
LANEI0426,LANE-00426,South,MX,Mumbai,East,MX,Newark,road,324.28,0.437,4.89,769.31,N
LANEI0427,LANE-00427,West,SG,Phoenix,South,IN,Mumbai,road,569.77,0.547,5.18,414.97,Y
LANEI0428,LANE-00428,South,CN,Mumbai,West,SG,Cologne,rail,977.43,1.28,5.43,716.93,Y
LANEI0429,LANE-00429,East,CN,Shenzhen,Central,US,Chicago,sea,2723.57,8.535,12.58,588.62,Y
LANEI0430,LANE-00430,West,IN,Cologne,North,US,Delhi,road,346.98,0.569,4.56,1403.91,Y
LANEI0431,LANE-00431,Central,MX,Chicago,North,IN,Beijing,air,779.11,0.05,2.37,3485.01,Y
LANEI0432,LANE-00432,South,SG,Munich,East,DE,Shizuoka,sea,2168.36,8.656,13.87,885.71,Y
LANEI0433,LANE-00433,West,IN,Los Angeles,East,SG,Shizuoka,sea,2012.23,7.963,11.06,2527.75,Y
LANEI0434,LANE-00434,North,BR,Beijing,Central,MX,Chicago,rail,723.05,0.828,4.88,792.09,Y
LANEI0435,LANE-00435,West,IN,Cologne,North,US,Beijing,sea,1945.43,8.119,12.27,1313.48,Y
LANEI0436,LANE-00436,East,US,Shizuoka,North,SG,Beijing,rail,710.92,1.534,7.37,253.71,Y
LANEI0437,LANE-00437,West,US,Cologne,South,BR,Mumbai,air,910.69,0.05,5.64,3914.9,Y
LANEI0438,LANE-00438,Central,BR,Chicago,North,MX,Delhi,rail,829.73,1.042,5.11,1222.63,Y
LANEI0439,LANE-00439,West,US,Cologne,East,SG,Shanghai,air,1066.38,0.05,0.6,2229.27,N
LANEI0440,LANE-00440,Central,BR,Frankfurt,North,CN,Berlin,air,644.31,0.172,2.27,1074.88,Y
LANEI0441,LANE-00441,North,MX,Beijing,East,IN,Shanghai,road,499.07,0.965,5.1,706.67,Y
LANEI0442,LANE-00442,South,BR,Munich,Central,IN,Chicago,sea,2809.72,8.367,12.08,1009.54,N
LANEI0443,LANE-00443,Central,SG,Hyderabad,West,BR,Cologne,rail,818.03,1.701,5.66,871.92,Y
LANEI0444,LANE-00444,South,MX,Munich,East,SG,Shenzhen,air,801.38,0.05,1.81,1566.85,N
LANEI0445,LANE-00445,East,CN,Shanghai,Central,BR,Pune,air,731.14,0.271,1.48,1581.66,N
LANEI0446,LANE-00446,Central,BR,Hyderabad,East,SG,Shizuoka,road,518.76,1.065,1.49,1699.35,Y
LANEI0447,LANE-00447,West,US,Phoenix,South,DE,Chennai,air,802.82,0.196,2.15,1099.24,N
LANEI0448,LANE-00448,East,MX,Shizuoka,West,DE,Phoenix,road,558.11,0.917,2.44,517.11,Y
LANEI0449,LANE-00449,South,CN,Munich,North,MX,Toronto,air,509.72,0.443,2.36,2703.78,Y
LANEI0450,LANE-00450,West,DE,Phoenix,East,SG,Shizuoka,air,674.17,0.342,1.02,3831.71,Y
LANEI0451,LANE-00451,East,SG,Shenzhen,South,MX,Mumbai,road,477.65,0.691,5.98,400.85,N
LANEI0452,LANE-00452,East,US,Shizuoka,South,DE,Munich,rail,980.01,1.267,6.06,1135.12,Y
LANEI0453,LANE-00453,East,SG,Shizuoka,South,MX,Munich,rail,841.7,0.877,5.22,930.59,Y
LANEI0454,LANE-00454,Central,BR,Frankfurt,East,CN,Shanghai,road,423.31,0.05,4.54,564.34,Y
LANEI0455,LANE-00455,West,BR,Phoenix,West,MX,Los Angeles,rail,918.28,1.469,8.96,772.03,Y
LANEI0456,LANE-00456,West,CN,Cologne,East,SG,Shizuoka,rail,1030.46,1.466,7.96,1238.53,Y
LANEI0457,LANE-00457,West,IN,Los Angeles,North,CN,Berlin,air,396.49,0.18,2.31,1957.26,Y
LANEI0458,LANE-00458,West,CN,Los Angeles,North,IN,Delhi,air,802.04,0.285,0.6,2080.97,Y
LANEI0459,LANE-00459,North,SG,Beijing,South,IN,Mumbai,road,360.65,0.596,5.91,722.83,Y
LANEI0460,LANE-00460,Central,MX,Chicago,East,IN,Shanghai,road,611.47,1.268,6.7,438.96,N
LANEI0461,LANE-00461,West,SG,Phoenix,South,MX,Mumbai,rail,948.82,1.347,3.63,874.58,Y
LANEI0462,LANE-00462,South,IN,Bangalore,West,CN,Cologne,rail,1092.01,1.331,5.55,515.22,Y
LANEI0463,LANE-00463,South,DE,Chennai,West,DE,Austin,sea,1920.4,8.337,13.24,639.66,N
LANEI0464,LANE-00464,West,SG,Austin,North,US,Toronto,sea,2335.09,8.026,11.16,456.78,Y
LANEI0465,LANE-00465,West,BR,Cologne,South,DE,Bangalore,rail,1230.34,1.279,3.84,967.52,Y
LANEI0466,LANE-00466,West,DE,Austin,North,SG,Berlin,road,551.93,1.223,5.18,500.3,Y
LANEI0467,LANE-00467,Central,IN,Chicago,East,DE,Newark,air,544.76,0.087,0.6,2059.64,Y
LANEI0468,LANE-00468,Central,MX,Hyderabad,West,DE,Cologne,rail,637.57,1.488,6.0,375.92,N
LANEI0469,LANE-00469,East,SG,Shizuoka,Central,MX,Frankfurt,road,527.25,0.397,3.98,931.53,Y
LANEI0470,LANE-00470,South,IN,Mumbai,North,BR,Berlin,rail,742.39,1.475,5.85,559.08,Y
LANEI0471,LANE-00471,North,US,Berlin,West,MX,Cologne,air,664.55,0.701,2.22,2139.32,Y
LANEI0472,LANE-00472,East,IN,Shanghai,West,MX,Phoenix,sea,2266.06,7.953,12.43,1602.48,Y
LANEI0473,LANE-00473,West,IN,Cologne,North,CN,Berlin,air,703.18,0.174,1.93,7231.73,Y
LANEI0474,LANE-00474,South,US,Munich,West,US,Cologne,air,709.22,0.89,5.18,1601.02,N
LANEI0475,LANE-00475,West,US,Phoenix,South,BR,Munich,road,350.03,0.362,4.9,666.69,Y
LANEI0476,LANE-00476,East,US,Shizuoka,West,BR,Cologne,rail,678.31,1.607,5.99,864.32,Y
LANEI0477,LANE-00477,East,SG,Shenzhen,Central,MX,Frankfurt,sea,2839.86,8.27,12.1,856.36,Y
LANEI0478,LANE-00478,West,US,Los Angeles,Central,MX,Chicago,sea,3431.93,7.946,14.15,595.88,Y
LANEI0479,LANE-00479,South,DE,Mumbai,North,MX,Beijing,sea,3437.44,8.065,15.87,1409.48,Y
LANEI0480,LANE-00480,North,CN,Berlin,West,IN,Los Angeles,air,524.24,0.568,1.47,3015.67,Y
LANEI0481,LANE-00481,East,IN,Shenzhen,Central,DE,Chicago,air,1371.27,0.05,3.47,1510.22,Y
LANEI0482,LANE-00482,East,MX,Newark,North,DE,Berlin,road,455.33,0.581,4.84,625.39,Y
LANEI0483,LANE-00483,East,CN,Newark,North,IN,Berlin,sea,2538.63,7.955,14.36,262.25,Y
LANEI0484,LANE-00484,East,US,Shizuoka,North,MX,Berlin,air,1093.22,0.503,2.77,1319.61,Y
LANEI0485,LANE-00485,North,CN,Berlin,East,CN,Shanghai,sea,3470.36,8.155,11.37,1188.1,N
