item_id,warehouse_id,location,country,region,city,capacity_sqft,capacity_pallets,capacity_volume_cbm,capabilities,temperature_zone,hazmat_capable,lead_time_days_receipt,lead_time_days_ship,last_mile_radius_km,automation_level
WARI0183,WH-00183,Industrial Rd 183,US,East,Austin,50000.0,1124,13956.09,returns|kitting,chilled,N,0.8,0.85,41.12,manual
WARI0184,WH-00184,Harbor Way 184,IN,East,Berlin,50000.0,1525,11647.98,pick/pack|cross-dock,ambient,N,8.44,9.2,43.2,semi-auto
WARI0185,WH-00185,Harbor Way 185,CN,East,Aurora,50000.0,1463,12230.46,VAS,frozen,N,6.18,5.8,30.58,full-auto
WARI0186,WH-00186,Main St 186,IN,Central,Chicago,50000.0,1272,15808.6,pick/pack|VAS|kitting,ambient,N,8.56,6.7,56.97,manual
WARI0187,WH-00187,Harbor Way 187,MX,East,Austin,50000.0,1473,13521.05,cross-dock,ambient,N,4.78,5.94,38.12,full-auto
WARI0188,WH-00188,Main St 188,US,Central,Chennai,50000.0,1326,10758.67,kitting|cross-dock,ambient,N,4.11,3.68,57.25,manual
WARI0189,WH-00189,Industrial Rd 189,SG,West,Chicago,50000.0,1239,13090.01,VAS|returns|pick/pack,chilled,N,12.71,11.96,37.8,semi-auto
WARI0190,WH-00190,Market Blvd 190,BR,Central,Mumbai,50000.0,1118,16609.62,pick/pack,ambient,N,6.2,5.77,38.96,manual
WARI0191,WH-00191,Industrial Rd 191,IN,West,Pune,50000.0,1167,14877.12,cross-dock,chilled,N,7.32,6.37,30.9,semi-auto
WARI0192,WH-00192,Market Blvd 192,IN,Central,Bangalore,50000.0,1266,10484.19,returns|kitting,ambient,N,8.95,6.11,30.09,semi-auto
WARI0193,WH-00193,Industrial Rd 193,US,North,Aurora,50000.0,1267,10904.81,VAS|kitting,ambient,N,11.3,11.12,34.39,full-auto
WARI0194,WH-00194,Harbor Way 194,BR,South,Chicago,50000.0,1243,12724.74,VAS|cross-dock,ambient,N,2.39,3.02,36.22,full-auto
WARI0195,WH-00195,Harbor Way 195,SG,Central,Bangalore,50000.0,1908,16088.68,cross-dock,ambient,N,2.77,2.68,35.82,full-auto
WARI0196,WH-00196,Industrial Rd 196,MX,East,Chicago,50000.0,1437,11074.27,returns|VAS,ambient,N,4.18,3.73,41.01,semi-auto
WARI0197,WH-00197,Main St 197,IN,South,Berlin,50000.0,1284,11521.63,cross-dock|returns|kitting,ambient,N,2.22,2.13,30.59,full-auto
WARI0198,WH-00198,Main St 198,IN,East,Berlin,50000.0,1143,12889.45,cross-dock|VAS,ambient,N,8.72,8.13,10.56,full-auto
WARI0199,WH-00199,Harbor Way 199,BR,North,Aurora,50000.0,1161,13349.05,pick/pack|VAS,ambient,N,5.11,5.41,37.36,semi-auto
WARI0200,WH-00200,Industrial Rd 200,DE,North,Chennai,50000.0,1146,11446.43,returns|cross-dock|kitting,chilled,N,9.23,7.81,36.61,semi-auto
WARI0201,WH-00201,Main St 201,CN,West,Pune,50000.0,1890,11253.09,returns,ambient,N,6.74,5.29,24.1,semi-auto
WARI0202,WH-00202,Market Blvd 202,MX,North,Chicago,50000.0,1820,15564.22,VAS,frozen,N,12.79,12.01,43.1,manual
WARI0203,WH-00203,Market Blvd 203,BR,North,Mumbai,50000.0,1309,11742.89,kitting,chilled,N,-0.32,-0.31,11.76,manual
WARI0204,WH-00204,Market Blvd 204,SG,East,Berlin,50000.0,1441,10443.35,cross-dock|pick/pack|VAS,frozen,N,4.32,2.41,34.48,semi-auto
WARI0205,WH-00205,Harbor Way 205,US,South,Chicago,50000.0,1166,10541.75,cross-dock,chilled,N,8.64,8.25,39.2,manual
WARI0206,WH-00206,Harbor Way 206,MX,South,Chennai,50000.0,1748,10968.17,pick/pack,frozen,N,2.33,1.8,29.96,semi-auto
WARI0207,WH-00207,Market Blvd 207,DE,Central,Frankfurt,50000.0,1159,11696.56,returns|kitting,chilled,N,8.92,8.19,42.4,manual
WARI0208,WH-00208,Main St 208,BR,West,Chicago,50000.0,1167,11655.55,kitting|pick/pack|returns,ambient,N,9.84,10.06,56.42,semi-auto
WARI0209,WH-00209,Main St 209,DE,West,Aurora,50000.0,1437,10327.8,pick/pack|returns,frozen,N,9.61,7.9,58.59,manual
WARI0210,WH-00210,Industrial Rd 210,SG,North,Aurora,50000.0,1699,12047.02,kitting|VAS,chilled,N,6.58,4.93,32.52,manual
WARI0211,WH-00211,Industrial Rd 211,SG,East,Aurora,50000.0,1379,15715.04,kitting,frozen,N,11.14,14.17,45.31,semi-auto
WARI0212,WH-00212,Industrial Rd 212,MX,North,Aurora,50000.0,1129,14141.48,returns|cross-dock|pick/pack,ambient,N,2.46,7.58,34.57,semi-auto
WARI0213,WH-00213,Harbor Way 213,DE,East,Bangalore,50000.0,1868,10254.34,VAS,ambient,N,4.89,4.89,40.77,semi-auto
WARI0214,WH-00214,Industrial Rd 214,SG,West,Austin,50000.0,1688,11228.53,pick/pack|returns,ambient,Y,7.58,7.58,38.82,manual
WARI0215,WH-00215,Harbor Way 215,MX,Central,Bangalore,50000.0,1333,16203.3,kitting,ambient,Y,4.19,3.45,23.93,full-auto
WARI0216,WH-00216,Industrial Rd 216,IN,West,Aurora,50000.0,1980,12869.19,kitting,ambient,N,6.09,7.21,49.63,full-auto
WARI0217,WH-00217,Market Blvd 217,BR,West,Chicago,50000.0,1439,10028.83,returns,chilled,N,5.81,8.39,42.05,semi-auto
WARI0218,WH-00218,Industrial Rd 218,US,South,Austin,50000.0,1374,11927.32,cross-dock,chilled,N,7.01,8.79,65.9,semi-auto
WARI0219,WH-00219,Harbor Way 219,BR,North,Aurora,50000.0,1992,14107.89,cross-dock|kitting|pick/pack,ambient,Y,7.81,9.16,21.63,manual
WARI0220,WH-00220,Market Blvd 220,IN,South,Aurora,50000.0,1238,11842.55,kitting|pick/pack,ambient,Y,8.88,10.22,22.35,full-auto
WARI0221,WH-00221,Harbor Way 221,DE,South,Bangalore,50000.0,1259,12240.9,returns|kitting|cross-dock,chilled,N,3.96,5.62,35.89,semi-auto
WARI0222,WH-00222,Harbor Way 222,IN,North,Chicago,50000.0,1537,11780.42,cross-dock|VAS,chilled,N,9.07,9.7,39.29,semi-auto
WARI0223,WH-00223,Harbor Way 223,BR,South,Berlin,50000.0,1448,10967.23,cross-dock|returns|kitting,ambient,N,3.16,2.89,33.25,semi-auto
WARI0224,WH-00224,Industrial Rd 224,BR,South,Austin,50000.0,1276,12292.02,VAS,frozen,Y,10.15,10.32,20.05,semi-auto
WARI0225,WH-00225,Harbor Way 225,SG,North,Aurora,50000.0,1516,10131.62,returns|pick/pack,ambient,N,4.61,6.72,50.34,semi-auto
WARI0226,WH-00226,Industrial Rd 226,US,East,Bangalore,50000.0,1831,11652.41,VAS,frozen,Y,2.22,3.0,45.98,full-auto
WARI0227,WH-00227,Harbor Way 227,SG,Central,Mumbai,50000.0,1728,13894.82,VAS,ambient,N,12.7,13.8,29.11,semi-auto
WARI0228,WH-00228,Harbor Way 228,SG,North,Aurora,50000.0,1283,12020.47,returns|cross-dock|VAS,chilled,N,6.98,7.48,18.31,full-auto
WARI0229,WH-00229,Market Blvd 229,DE,South,Pune,50000.0,1452,12915.08,pick/pack|returns,chilled,N,11.61,11.95,46.51,manual
WARI0230,WH-00230,Main St 230,DE,Central,Chennai,50000.0,1315,14634.06,pick/pack,ambient,N,8.61,9.99,55.37,semi-auto
WARI0231,WH-00231,Industrial Rd 231,US,West,Bangalore,50000.0,1527,14827.02,cross-dock|VAS,ambient,N,4.58,4.53,36.55,manual
WARI0232,WH-00232,Market Blvd 232,IN,Central,Berlin,50000.0,1265,10838.76,pick/pack|kitting|returns,ambient,N,17.67,17.2,22.24,manual
WARI0233,WH-00233,Industrial Rd 233,MX,West,Bangalore,50000.0,1299,10242.06,cross-dock,ambient,N,8.35,9.3,48.51,manual
WARI0234,WH-00234,Harbor Way 234,IN,East,Aurora,50000.0,1129,11656.73,cross-dock|returns|VAS,ambient,N,8.73,8.09,19.36,semi-auto
WARI0235,WH-00235,Harbor Way 235,IN,East,Bangalore,50000.0,1282,16377.17,returns,chilled,N,9.85,8.87,37.03,semi-auto
WARI0236,WH-00236,Industrial Rd 236,DE,South,Berlin,50000.0,1695,14724.21,cross-dock|kitting|VAS,frozen,N,6.49,6.63,18.81,semi-auto
WARI0237,WH-00237,Industrial Rd 237,CN,South,Aurora,50000.0,1231,10525.42,cross-dock,ambient,N,10.79,10.94,35.58,full-auto
WARI0238,WH-00238,Harbor Way 238,IN,Central,Frankfurt,50000.0,1124,10683.56,cross-dock|returns|pick/pack,chilled,N,6.01,6.88,35.24,semi-auto
WARI0239,WH-00239,Market Blvd 239,BR,West,Pune,50000.0,1345,10682.71,cross-dock|VAS,ambient,N,4.9,7.32,35.64,full-auto
WARI0240,WH-00240,Harbor Way 240,US,South,Chicago,50000.0,1928,16058.07,cross-dock|returns|VAS,ambient,N,5.71,3.67,46.91,semi-auto
WARI0241,WH-00241,Market Blvd 241,US,West,Chennai,50000.0,1598,10537.08,returns|cross-dock|VAS,ambient,N,5.12,3.57,25.28,full-auto
WARI0242,WH-00242,Harbor Way 242,SG,East,Pune,50000.0,1173,13190.04,cross-dock,chilled,N,12.44,13.26,20.09,manual
WARI0243,WH-00243,Main St 243,IN,West,Mumbai,50000.0,1488,12460.5,VAS|pick/pack,ambient,N,9.51,7.22,35.72,semi-auto
WARI0244,WH-00244,Industrial Rd 244,US,South,Chicago,50000.0,1975,16350.46,VAS|pick/pack,chilled,N,4.66,5.19,37.95,manual
WARI0245,WH-00245,Industrial Rd 245,MX,South,Chennai,50000.0,1535,12248.11,pick/pack|kitting,ambient,N,6.5,6.51,25.86,full-auto
WARI0246,WH-00246,Harbor Way 246,CN,North,Frankfurt,50000.0,1587,15211.89,VAS,frozen,Y,8.41,7.94,43.05,semi-auto
WARI0247,WH-00247,Main St 247,SG,Central,Frankfurt,50000.0,1746,12978.72,pick/pack|VAS|kitting,ambient,N,8.82,11.16,32.39,semi-auto
WARI0248,WH-00248,Industrial Rd 248,IN,East,Chennai,50000.0,1725,11837.41,pick/pack|kitting|cross-dock,ambient,N,12.53,11.07,22.01,manual
WARI0249,WH-00249,Harbor Way 249,US,West,Pune,50000.0,1338,11825.8,cross-dock|kitting|pick/pack,ambient,N,6.3,6.29,34.59,manual
WARI0250,WH-00250,Harbor Way 250,MX,West,Chicago,50000.0,1644,12491.37,kitting|cross-dock|VAS,frozen,N,4.53,4.54,36.13,semi-auto
WARI0251,WH-00251,Industrial Rd 251,IN,South,Mumbai,50000.0,1706,14408.4,pick/pack|cross-dock|kitting,frozen,Y,8.1,7.06,36.54,manual
WARI0252,WH-00252,Harbor Way 252,US,Central,Pune,50000.0,1548,14999.33,VAS|pick/pack|returns,chilled,N,10.76,11.28,31.75,semi-auto
WARI0253,WH-00253,Market Blvd 253,MX,Central,Mumbai,50000.0,1211,13261.7,kitting,ambient,N,4.55,6.89,26.24,semi-auto
WARI0254,WH-00254,Industrial Rd 254,IN,East,Berlin,50000.0,1187,10805.96,cross-dock,ambient,N,4.97,5.24,26.31,full-auto
WARI0255,WH-00255,Industrial Rd 255,SG,Central,Pune,50000.0,1545,13305.1,pick/pack,ambient,N,5.86,6.78,23.7,semi-auto
WARI0256,WH-00256,Market Blvd 256,MX,West,Bangalore,50000.0,1557,16425.04,pick/pack,chilled,N,11.78,13.89,26.48,manual
WARI0257,WH-00257,Industrial Rd 257,IN,South,Mumbai,50000.0,1930,10098.07,VAS|returns,ambient,N,7.93,7.19,36.07,manual
WARI0258,WH-00258,Market Blvd 258,SG,East,Frankfurt,50000.0,1312,10361.3,pick/pack|VAS,frozen,Y,0.95,-0.36,37.71,semi-auto
WARI0259,WH-00259,Main St 259,DE,Central,Mumbai,50000.0,1675,14658.62,kitting|VAS,ambient,N,2.08,-0.16,47.73,manual
WARI0260,WH-00260,Harbor Way 260,MX,South,Austin,50000.0,1675,10605.23,cross-dock,ambient,Y,7.91,10.16,39.02,semi-auto
WARI0261,WH-00261,Industrial Rd 261,DE,North,Berlin,50000.0,1744,12340.13,VAS,chilled,N,8.47,10.37,39.04,full-auto
WARI0262,WH-00262,Main St 262,BR,West,Chicago,50000.0,1207,13844.83,cross-dock|kitting,ambient,N,0.12,1.57,29.22,full-auto
WARI0263,WH-00263,Industrial Rd 263,DE,South,Frankfurt,50000.0,1976,11758.3,cross-dock|returns,ambient,N,6.24,6.7,12.27,full-auto
WARI0264,WH-00264,Industrial Rd 264,BR,West,Chicago,50000.0,1358,13456.36,cross-dock,chilled,N,3.99,3.58,29.84,semi-auto
WARI0265,WH-00265,Main St 265,IN,West,Frankfurt,50000.0,1781,10833.08,returns|VAS,chilled,N,5.94,7.62,52.07,full-auto
WARI0266,WH-00266,Main St 266,IN,South,Chicago,50000.0,1589,11970.28,returns|kitting|VAS,ambient,Y,9.01,10.49,16.38,full-auto
WARI0267,WH-00267,Harbor Way 267,DE,East,Bangalore,50000.0,1896,14097.49,returns|kitting|VAS,chilled,N,13.75,14.27,30.89,semi-auto
WARI0268,WH-00268,Harbor Way 268,US,East,Frankfurt,50000.0,1922,12906.17,returns|kitting|cross-dock,ambient,N,8.16,8.92,32.27,manual
WARI0269,WH-00269,Market Blvd 269,MX,East,Chicago,50000.0,1328,12772.49,VAS|cross-dock,chilled,Y,5.22,5.77,32.35,full-auto
WARI0270,WH-00270,Harbor Way 270,MX,North,Austin,50000.0,1261,11029.09,VAS|pick/pack,ambient,N,9.52,7.33,15.08,semi-auto
WARI0271,WH-00271,Main St 271,SG,West,Aurora,50000.0,1141,12748.13,kitting|pick/pack|cross-dock,ambient,N,5.88,6.49,18.77,semi-auto
WARI0272,WH-00272,Industrial Rd 272,SG,South,Pune,50000.0,1437,10331.76,returns,chilled,N,5.09,6.14,27.15,full-auto
WARI0273,WH-00273,Harbor Way 273,DE,East,Berlin,50000.0,1262,10925.67,cross-dock,ambient,N,8.13,9.72,28.51,semi-auto
WARI0274,WH-00274,Main St 274,MX,South,Chicago,50000.0,1883,12036.86,returns|VAS,frozen,N,10.05,9.43,33.13,semi-auto
WARI0275,WH-00275,Industrial Rd 275,MX,South,Chennai,50000.0,1742,10046.2,VAS|cross-dock,chilled,N,6.16,4.99,47.92,semi-auto
WARI0276,WH-00276,Industrial Rd 276,SG,Central,Pune,50000.0,1911,15754.6,pick/pack|returns|VAS,chilled,Y,5.08,8.64,50.5,full-auto
WARI0277,WH-00277,Harbor Way 277,CN,North,Frankfurt,50000.0,1359,12763.81,VAS|pick/pack,frozen,N,11.74,11.08,30.59,semi-auto
WARI0278,WH-00278,Harbor Way 278,DE,South,Pune,50000.0,1124,15569.2,returns|kitting|VAS,chilled,N,10.54,11.08,37.85,semi-auto
WARI0279,WH-00279,Main St 279,BR,Central,Austin,50000.0,1475,12658.58,kitting|returns|cross-dock,ambient,N,10.83,11.05,27.24,semi-auto
WARI0280,WH-00280,Harbor Way 280,MX,East,Pune,50000.0,1293,13131.0,VAS|cross-dock|returns,ambient,N,5.89,7.91,36.35,full-auto
WARI0281,WH-00281,Main St 281,IN,North,Chennai,50000.0,1238,11375.64,cross-dock|returns|VAS,chilled,N,9.12,6.88,47.41,semi-auto
WARI0282,WH-00282,Market Blvd 282,SG,West,Berlin,50000.0,1255,12355.87,returns|kitting,chilled,Y,11.19,11.26,28.85,semi-auto
WARI0283,WH-00283,Main St 283,IN,South,Pune,50000.0,1873,10344.72,kitting|cross-dock|VAS,ambient,N,7.39,6.63,42.8,full-auto
WARI0284,WH-00284,Market Blvd 284,BR,West,Austin,50000.0,1492,11795.96,cross-dock|returns|pick/pack,ambient,N,1.31,2.31,32.69,semi-auto
WARI0285,WH-00285,Main St 285,US,East,Pune,50000.0,1323,13720.75,pick/pack,frozen,N,6.82,5.89,60.33,manual
WARI0286,WH-00286,Market Blvd 286,US,East,Chicago,50000.0,1283,14300.04,VAS,ambient,Y,3.77,4.74,24.24,semi-auto
WARI0287,WH-00287,Harbor Way 287,BR,Central,Austin,50000.0,1557,12296.28,VAS|pick/pack|kitting,ambient,Y,13.98,12.04,46.96,semi-auto
WARI0288,WH-00288,Industrial Rd 288,MX,West,Aurora,50000.0,1538,12334.41,pick/pack|returns|cross-dock,ambient,N,9.18,7.0,63.65,manual
WARI0289,WH-00289,Market Blvd 289,SG,West,Chicago,50000.0,1967,10282.56,kitting|pick/pack,frozen,N,6.08,6.92,19.68,full-auto
WARI0290,WH-00290,Main St 290,SG,South,Austin,50000.0,1115,12138.48,cross-dock,ambient,N,7.26,6.94,42.63,manual
WARI0291,WH-00291,Industrial Rd 291,DE,East,Berlin,50000.0,1324,15932.2,returns,ambient,N,7.16,7.86,31.2,full-auto
WARI0292,WH-00292,Market Blvd 292,DE,East,Pune,50000.0,1400,13101.91,VAS|kitting,chilled,N,6.76,5.12,15.9,semi-auto
WARI0293,WH-00293,Harbor Way 293,US,West,Aurora,50000.0,1926,13015.86,cross-dock|returns,ambient,N,8.55,7.01,44.11,full-auto
WARI0294,WH-00294,Harbor Way 294,DE,South,Aurora,50000.0,1186,14486.27,pick/pack|returns|cross-dock,ambient,N,7.38,6.87,22.35,semi-auto
WARI0295,WH-00295,Main St 295,MX,West,Pune,50000.0,1858,12596.18,cross-dock|pick/pack|returns,chilled,Y,8.48,8.24,35.23,manual
WARI0296,WH-00296,Market Blvd 296,DE,North,Pune,50000.0,1699,12675.01,pick/pack|cross-dock|returns,chilled,N,2.84,2.78,48.45,semi-auto
WARI0297,WH-00297,Harbor Way 297,CN,West,Bangalore,50000.0,1541,12319.12,cross-dock|returns,ambient,N,8.31,5.99,53.93,manual
WARI0298,WH-00298,Harbor Way 298,DE,Central,Bangalore,50000.0,1536,15654.63,pick/pack,ambient,N,5.24,5.35,39.59,full-auto
WARI0299,WH-00299,Market Blvd 299,BR,North,Bangalore,50000.0,1895,14271.95,returns|kitting|VAS,ambient,Y,6.5,5.76,48.37,full-auto
WARI0300,WH-00300,Market Blvd 300,SG,South,Frankfurt,50000.0,1414,10733.11,returns|pick/pack,chilled,N,5.98,6.0,37.8,full-auto
WARI0301,WH-00301,Main St 301,US,East,Berlin,50000.0,1130,13167.87,returns|VAS,chilled,Y,15.0,12.97,43.53,semi-auto
WARI0302,WH-00302,Main St 302,MX,North,Mumbai,50000.0,1660,10538.92,kitting|cross-dock|pick/pack,ambient,N,8.13,7.07,60.39,semi-auto
WARI0303,WH-00303,Industrial Rd 303,BR,South,Aurora,50000.0,1387,11271.19,VAS,chilled,Y,3.41,5.1,42.47,semi-auto
WARI0304,WH-00304,Main St 304,DE,Central,Aurora,50000.0,1547,10864.97,returns|VAS|pick/pack,frozen,N,3.12,3.48,28.65,manual
WARI0305,WH-00305,Main St 305,DE,East,Bangalore,50000.0,1863,12303.04,returns|kitting|VAS,chilled,N,14.76,12.14,50.83,manual
WARI0306,WH-00306,Main St 306,IN,Central,Bangalore,50000.0,1660,12676.09,cross-dock,chilled,Y,5.29,5.68,25.61,manual
WARI0307,WH-00307,Industrial Rd 307,SG,West,Chicago,50000.0,1817,15432.17,returns|VAS,ambient,Y,11.66,12.15,47.82,semi-auto
WARI0308,WH-00308,Market Blvd 308,BR,Central,Chennai,50000.0,1502,11015.0,VAS|returns|kitting,ambient,N,7.06,7.08,31.04,semi-auto
WARI0309,WH-00309,Main St 309,SG,South,Chicago,50000.0,1524,11205.35,kitting|VAS,ambient,N,12.3,11.44,28.37,manual
WARI0310,WH-00310,Harbor Way 310,SG,Central,Chennai,50000.0,1242,10224.52,returns|cross-dock,chilled,N,2.74,2.98,23.31,full-auto
WARI0311,WH-00311,Industrial Rd 311,BR,North,Austin,50000.0,1339,14314.85,kitting|cross-dock|pick/pack,ambient,N,17.86,15.98,51.12,manual
WARI0312,WH-00312,Market Blvd 312,BR,West,Mumbai,50000.0,1272,15057.96,kitting|VAS,chilled,Y,11.19,10.22,46.33,manual
WARI0313,WH-00313,Harbor Way 313,SG,North,Mumbai,50000.0,1826,14305.57,returns,ambient,N,13.85,13.48,20.45,manual
WARI0314,WH-00314,Main St 314,SG,East,Chennai,50000.0,1659,10585.82,cross-dock|returns|pick/pack,ambient,N,12.94,11.47,36.85,manual
WARI0315,WH-00315,Harbor Way 315,SG,West,Pune,50000.0,1122,13010.77,returns|kitting|pick/pack,chilled,N,4.99,6.55,39.98,semi-auto
WARI0316,WH-00316,Main St 316,BR,North,Berlin,50000.0,1560,16558.92,kitting|VAS,chilled,N,3.02,3.52,40.86,semi-auto
WARI0317,WH-00317,Industrial Rd 317,SG,North,Chicago,50000.0,1204,11451.23,VAS,ambient,N,5.59,5.42,41.13,semi-auto
WARI0318,WH-00318,Market Blvd 318,MX,West,Mumbai,50000.0,1153,14594.72,VAS|returns,ambient,N,5.39,5.27,53.77,semi-auto
WARI0319,WH-00319,Market Blvd 319,US,East,Mumbai,50000.0,1547,12319.43,pick/pack|VAS|kitting,chilled,N,14.59,13.34,33.55,manual
WARI0320,WH-00320,Industrial Rd 320,SG,Central,Mumbai,50000.0,1143,16115.04,VAS|returns|kitting,ambient,N,0.52,0.68,17.84,semi-auto
WARI0321,WH-00321,Industrial Rd 321,DE,South,Mumbai,50000.0,1468,11875.9,returns|VAS,ambient,N,5.44,7.35,27.35,full-auto
WARI0322,WH-00322,Market Blvd 322,MX,East,Berlin,50000.0,1465,13938.96,returns|VAS|cross-dock,chilled,N,6.45,8.36,51.45,semi-auto
WARI0323,WH-00323,Industrial Rd 323,CN,East,Frankfurt,50000.0,1258,10252.9,cross-dock,ambient,N,4.88,6.58,40.86,full-auto
WARI0324,WH-00324,Main St 324,BR,North,Mumbai,50000.0,1290,15479.67,VAS,ambient,N,5.73,6.34,5.38,manual
WARI0325,WH-00325,Market Blvd 325,SG,South,Frankfurt,50000.0,1207,12366.32,cross-dock|kitting,ambient,N,8.77,8.19,38.27,semi-auto
WARI0326,WH-00326,Main St 326,DE,South,Chicago,50000.0,1696,15015.46,cross-dock|VAS|pick/pack,ambient,N,4.35,6.91,38.22,full-auto
WARI0327,WH-00327,Industrial Rd 327,MX,East,Chicago,50000.0,1690,15637.83,returns,chilled,N,9.68,9.14,28.82,semi-auto
WARI0328,WH-00328,Market Blvd 328,US,West,Pune,50000.0,1896,10456.85,pick/pack|kitting,ambient,Y,14.43,14.54,21.27,manual
WARI0329,WH-00329,Market Blvd 329,SG,Central,Austin,50000.0,1655,11734.06,returns,ambient,N,15.42,14.62,45.09,manual
WARI0330,WH-00330,Market Blvd 330,SG,West,Chennai,50000.0,1526,13943.62,VAS|pick/pack|returns,frozen,Y,12.55,12.16,28.78,manual
WARI0331,WH-00331,Market Blvd 331,BR,East,Mumbai,50000.0,1212,13349.1,VAS,chilled,N,2.43,4.59,37.6,full-auto
WARI0332,WH-00332,Main St 332,MX,Central,Chennai,50000.0,1467,15564.93,returns|cross-dock,ambient,N,6.79,6.68,49.15,semi-auto
WARI0333,WH-00333,Industrial Rd 333,BR,West,Austin,50000.0,1522,16304.2,VAS,frozen,Y,5.44,9.07,16.35,semi-auto
WARI0334,WH-00334,Market Blvd 334,DE,West,Pune,50000.0,1561,11862.16,cross-dock|pick/pack,chilled,N,5.58,5.56,27.57,semi-auto
WARI0335,WH-00335,Market Blvd 335,MX,South,Frankfurt,50000.0,1625,10820.23,returns|kitting,chilled,N,5.75,3.62,43.26,full-auto
WARI0336,WH-00336,Industrial Rd 336,SG,Central,Chennai,50000.0,1484,14672.31,pick/pack,ambient,N,13.65,14.54,29.98,manual
WARI0337,WH-00337,Harbor Way 337,MX,Central,Berlin,50000.0,1735,14994.87,pick/pack,chilled,N,10.54,12.99,16.53,full-auto
WARI0338,WH-00338,Industrial Rd 338,US,East,Pune,50000.0,1478,10020.05,VAS,chilled,N,13.1,12.13,35.06,manual
WARI0339,WH-00339,Market Blvd 339,MX,Central,Chicago,50000.0,1889,12883.77,kitting|returns,frozen,N,2.63,1.81,51.3,manual
WARI0340,WH-00340,Harbor Way 340,MX,North,Aurora,50000.0,1198,13652.93,cross-dock|VAS|returns,chilled,N,6.5,6.2,33.07,semi-auto
WARI0341,WH-00341,Main St 341,MX,Central,Berlin,50000.0,1315,10480.71,cross-dock,chilled,N,0.77,1.92,45.58,manual
WARI0342,WH-00342,Main St 342,CN,Central,Chennai,50000.0,1383,11171.36,VAS|pick/pack,ambient,N,7.08,7.6,29.86,semi-auto
WARI0343,WH-00343,Harbor Way 343,IN,East,Austin,50000.0,1159,15684.78,pick/pack|VAS|cross-dock,chilled,N,13.73,14.02,25.5,manual
WARI0344,WH-00344,Market Blvd 344,SG,East,Mumbai,50000.0,1330,11375.57,kitting|VAS,frozen,Y,10.6,11.2,43.25,semi-auto
WARI0345,WH-00345,Market Blvd 345,IN,West,Chicago,50000.0,1296,13450.15,cross-dock|returns|pick/pack,frozen,N,6.57,7.17,45.53,manual
WARI0346,WH-00346,Harbor Way 346,US,North,Pune,50000.0,1366,12499.11,kitting,ambient,N,6.24,5.78,37.61,semi-auto
WARI0347,WH-00347,Industrial Rd 347,DE,East,Berlin,50000.0,1610,13550.9,cross-dock|kitting,frozen,Y,6.02,8.48,33.54,full-auto
WARI0348,WH-00348,Harbor Way 348,SG,Central,Chennai,50000.0,1337,10388.0,kitting,chilled,Y,7.71,9.25,37.6,semi-auto
WARI0349,WH-00349,Harbor Way 349,BR,East,Mumbai,50000.0,1365,14328.8,returns|VAS,chilled,Y,3.84,4.88,38.23,full-auto
WARI0350,WH-00350,Main St 350,IN,East,Austin,50000.0,1748,14474.29,pick/pack,ambient,N,10.95,12.9,58.83,semi-auto
WARI0351,WH-00351,Industrial Rd 351,DE,Central,Frankfurt,50000.0,1125,13056.93,cross-dock|kitting|returns,chilled,N,7.61,8.54,55.66,manual
WARI0352,WH-00352,Harbor Way 352,BR,South,Austin,50000.0,1920,10634.85,kitting,frozen,Y,8.28,7.56,26.96,full-auto
WARI0353,WH-00353,Harbor Way 353,CN,North,Bangalore,50000.0,1358,12554.54,pick/pack|cross-dock|VAS,chilled,N,4.97,5.01,28.45,semi-auto
WARI0354,WH-00354,Harbor Way 354,BR,West,Austin,50000.0,1372,13186.48,VAS|returns,ambient,N,7.14,7.66,42.68,semi-auto
WARI0355,WH-00355,Main St 355,BR,West,Austin,50000.0,1829,11246.03,pick/pack,ambient,N,8.35,5.61,34.44,semi-auto
WARI0356,WH-00356,Main St 356,BR,South,Pune,50000.0,1399,12163.63,pick/pack|VAS,ambient,N,5.0,2.49,45.77,semi-auto
WARI0357,WH-00357,Harbor Way 357,US,North,Frankfurt,50000.0,1228,10015.48,pick/pack,ambient,N,4.34,4.7,34.87,semi-auto
WARI0358,WH-00358,Harbor Way 358,BR,East,Austin,50000.0,1178,11812.01,VAS|kitting,chilled,N,9.32,11.77,47.67,semi-auto
WARI0359,WH-00359,Main St 359,BR,Central,Bangalore,50000.0,1883,16389.62,kitting|returns,ambient,N,10.86,10.06,35.22,manual
WARI0360,WH-00360,Market Blvd 360,SG,Central,Pune,50000.0,1832,15388.06,pick/pack,frozen,N,4.27,4.87,17.26,full-auto
WARI0361,WH-00361,Harbor Way 361,IN,Central,Bangalore,50000.0,1374,12270.29,pick/pack|VAS,ambient,N,10.36,10.14,28.44,manual
WARI0362,WH-00362,Main St 362,CN,North,Chicago,50000.0,1363,15839.4,pick/pack|VAS,frozen,N,3.03,6.13,56.49,full-auto
WARI0363,WH-00363,Market Blvd 363,IN,East,Chicago,50000.0,1157,10378.7,pick/pack|kitting|VAS,chilled,N,1.07,1.09,44.83,full-auto
WARI0364,WH-00364,Main St 364,BR,North,Mumbai,50000.0,1315,10976.64,kitting,ambient,N,5.74,7.26,39.42,semi-auto
